,SVD_1,SVD_2,SVD_3,SVD_4,SVD_5,SVD_6,SVD_7,SVD_8,SVD_9,SVD_10,SVD_11,SVD_12,SVD_13,SVD_14,SVD_15,SVD_16,SVD_17,SVD_18,SVD_19,SVD_20,SVD_21,SVD_22,SVD_23,SVD_24,SVD_25
SE10A,303.516496858492,749.7104647541917,936.9562912686481,20.56684246295107,693.7430810120343,-334.2837105238197,421.4983958461445,17.880576554634455,-309.1675951367157,549.6249549850987,388.63933857549307,407.4238569213824,-325.4345186152142,568.2130767629832,5.3754231414621,-157.66318026570923,122.0606201129263,-536.1218722592617,32.59497296275193,-22.526985567470255,-175.86185436888536,72.26827698880018,268.79562512535483,-106.48771334115041,-38.39193785826286
SE11A,308.0765252641081,672.6394250290193,938.2648243362937,41.523584315081465,734.3724054567205,-298.02810710022715,406.7758369494043,-150.53448285592634,-151.05356807289488,200.47659631623196,33.72309935056105,161.6249626330656,-170.40225514230292,195.46652450830723,-53.039080407282135,-128.68694881262257,150.56025258580783,-573.7730859328443,64.62955769898402,-70.14629485441252,-252.33118406002276,71.41666673814018,287.02005141656866,-66.65404161796624,30.203418895815922
SE12A,275.38847884099255,617.7007777536913,960.7617508473578,63.297632233294884,856.9083282547641,-362.8306574621753,478.77738322722973,-161.66644357523134,-221.17849759001408,265.41109859186423,94.59007880269588,225.9595348435877,-219.7625866784304,257.5936698305461,-100.62030426213036,-150.62039683480165,146.51848976683334,-602.7586077818397,59.30366866283598,-67.06028925248674,-230.58024995786974,60.03484611356026,295.1596033444274,-95.81676526531726,-25.595267491609288
SE13A,136.4030352626782,90.03434464503408,1090.9966686382768,102.48040048231094,971.9484736318703,-466.70324887531,541.5112340696292,-312.9802193198575,-195.58470389258483,0.6056548897918929,-32.901589008683224,100.3859643304709,-166.01559204921003,11.153633349204094,-49.4403905369247,-227.07899107702414,205.94943403303324,-776.2112134339199,52.20991312739319,-42.75894619972094,-302.2695407645049,180.15214146381527,350.90143150285866,-182.54657754760245,59.99037607262496
SE14A,125.61476564062862,104.28235373867732,1249.1282780126057,97.65853826567638,923.4383917747339,-448.3825426875662,514.0938709400036,-311.95665469744233,-145.38115708186638,-4.805501619631399,-42.00949384444305,68.85408370422584,-146.25147101814636,27.146260293203376,-29.090986256255473,-231.86196009254246,206.6853663034136,-727.4423526321411,65.39162051644485,-69.64219224024468,-287.6363719856417,151.01929392996993,330.1273157236954,-155.3820068181538,18.539002174281535
SE15A,133.93359634941478,121.82281081229019,1450.851501287073,101.93913331065906,897.7073878303485,-441.9257334274321,490.51302272946333,-331.0439841529347,-113.10592359280564,-53.45629353810982,-38.742552722231046,62.97110014331556,-131.69175067538703,-25.57502626549268,-1.283032598128952,-252.05974719491135,185.19916506948712,-730.3152863884861,60.681506040318496,-48.41052488074877,-297.7027155233107,168.66925760023236,342.76660996529483,-182.8858806197528,16.77496625370858
SE16A,158.77405884034718,155.04737712226392,1885.015283977732,93.41372527092759,940.9801214577743,-507.92427348066633,529.5643519567507,-409.5463867492933,-157.48998423379118,-128.6870153822737,-2.273573157192395,42.62020719584662,-150.92866233201795,-90.4962377342316,116.65774162008397,-409.76314670453024,234.24510027505443,-960.6230692894806,32.05216632425626,36.45046031572516,-388.2098056482931,313.54816392182386,466.1935323548813,-356.8329233177312,10.719270427744375
SE17A,193.68045267934573,212.22038108295445,2753.8928758640072,55.29452027502444,865.3358222113823,-391.42734814857573,472.00761273396574,-345.5406897165955,-100.6557097683766,-98.64490471995578,-98.41702171288814,61.12841338842574,-117.85304342264668,-45.612875048149114,-26.042662007197194,-236.83979744386122,146.5300380663508,-719.5122086285422,58.48170919588339,-54.92315667793573,-248.01135494712724,106.44783395778009,299.2351369559303,-175.85731069271046,-114.4759153548265
SE18A,203.28033886361968,273.32364764875433,3617.5093857680713,14.19094596063211,708.8554799711263,-314.88315332491396,393.34411002900737,-354.35652865703156,-82.57351875800825,-107.840927791325,-70.99748931437465,56.461503210366836,-85.43536141773728,-61.38389875639396,-15.609687176040985,-231.15031984113645,90.9463287190985,-592.8707765088815,45.37562756531944,-35.59215184652667,-204.165175551774,102.60365277319616,258.79431247137467,-186.1505401488036,-109.38727826617901
SE19A,249.5874057426781,293.1681711572262,4017.8961667084964,36.13540969042693,930.4834943075896,-589.1170691239747,562.1125304831544,-510.1069013474563,-261.13472319226787,-224.62764324974043,-36.341673630776334,75.72407596351327,-162.68029028842423,-162.36692105920997,71.7037433917614,-425.4443008326732,182.88311952138687,-981.7781534648367,5.546072257439923,135.1956795563941,-433.94983567547575,384.12272483261967,519.877295062389,-525.8586802267715,-106.594702398998
SE20A,225.51378925231407,283.0760486832411,3828.38137037842,36.16112739086696,886.2802293108998,-485.73332751609587,515.9562586506661,-481.439429020805,-164.65535306976358,-200.03102681301144,-29.174135655920956,51.63752362335174,-114.62680716517613,-95.3754223208952,142.0270047674541,-412.34198036594626,155.07999256578333,-871.1007881801294,35.6614165835635,56.819143690344724,-378.57483247039136,319.4450759680485,425.02110803182825,-396.9480114995117,-126.69340631528218
SE21A,264.26935122331355,374.28561303850597,5062.517378599999,-62.84751512950787,425.38506295516567,-245.37396742599907,252.68346266892883,-244.49422423086713,4.236536543146258,-99.45680044540534,-79.47448716412423,42.12333721017253,-13.898198533020551,-46.41517985658358,55.34753354247956,-161.143879340323,72.90864900225418,-336.37282525868017,70.73823853635994,-88.76151908704327,-165.6342264214764,27.953644172041564,151.63614483224973,-105.41914035198657,-97.39003482957119
SE22A,270.02915251425276,441.22291588024194,6025.831333025372,-120.19280647149128,250.4005108000058,-127.13769584187295,159.81207075278445,-240.15649693758274,13.477020339545593,-124.18060000455897,-44.58825463785964,42.3132024274273,-9.638401401474464,-71.54115437496758,71.84457641663909,-162.89770422382216,62.11315084249726,-329.90940190097746,54.43997370287357,-57.75920139984142,-154.75638728785944,51.733619197067114,133.0903966733851,-132.14476492385515,-66.56785779320606
SE23A,749.9822670562911,224.13861913046523,4990.718303156609,-249.52638538618635,193.29193480935916,-134.18495698349392,191.93309759289443,509.38969611243016,-321.2847579813843,398.0786158177548,-89.12704581211288,-56.11501986312896,114.67075300628049,-365.753568892323,11.004101361450678,-38.69807201193473,0.27947143378810246,-87.34000573339081,43.63331836367988,-87.97660580335679,-73.445346894584,-64.99950817499615,-50.8799797145724,22.896500406073436,-124.93245738837643
SE24A,418.7535538385841,788.7518294994138,11223.271238050484,-406.32393771721945,-647.9004697185544,209.75834935264257,-259.35390060393735,-73.68424359807548,47.60114679180659,-168.5853859168152,-58.81745645894518,-9.562226915895415,80.26502242716215,-108.61435969448773,43.08172191556625,-1.5355406514891545,-24.499800353487117,93.4246067204117,14.92576194934114,-50.22195147327098,61.943431112414196,-112.86013548392926,-133.2312699897156,-66.68376253364114,-106.85279615006955
SE25A,499.34957758996455,960.0051415067677,13756.817673562635,-518.7574723305644,-986.0673087763162,318.2279915274073,-411.1612065724938,-44.79699303775008,84.5738490217471,-183.1181642617732,-89.20621925959006,-32.19402527756237,117.05921176718323,-113.97896171400906,95.52904021219676,46.90021407929139,-69.26910467083933,290.26776849691987,27.073854093007512,-58.33954950777449,67.2742832406554,-123.81560799156641,-253.50450935262896,-36.224193564144635,-90.07349159077353
SE26A,490.1587501871009,905.3772749264871,12952.608728254872,-482.49980095160385,-881.973281606565,256.5505067397312,-360.81716588683184,-16.597514670854146,106.77273009614517,-144.9157729220287,-93.55951834158319,-13.523261530766923,101.78521923073868,-123.0101019676492,133.12903800355457,8.408926000969611,-28.583022206144477,199.86561031768608,59.685348179900934,-97.49546035805186,-12.520427256296728,-84.0800542907509,-181.00436375664535,-32.31039772733907,-41.16178367058001
SE27A,522.9869132439206,260.11512645967343,4903.188408715289,-224.82779477567243,-27.302306580488068,-79.90153577542044,76.72437894994746,412.08362127986936,-226.4144629772564,298.99535945816257,-148.91641884793643,-80.16632729597703,56.03195726704809,-115.94084800626634,58.683349347278714,4.616006569840173,12.399497026245202,-0.05834542961940076,38.64505644184953,-77.18221810172689,-77.91489397231724,-24.559678513463655,-63.00485188129374,42.27500339223015,-108.14472637024126
SE28A,527.4255506920965,960.1277200452263,13965.569829428812,-500.8901678596995,-865.9321432921445,206.9165386387304,-327.17011420489416,-83.65750786912824,-59.307508261824054,-229.42976295285186,-66.58579156531341,-87.7374523220274,70.86599938873245,-173.55485186916638,178.31321673470413,-70.00082646999222,-1.6499865691870073,97.33822007123736,19.88541214539725,9.409982438904214,-91.45358749999461,48.69553422127178,-110.8333923834375,-195.4706399155423,10.162533076964133
SE29A,515.9867327364385,987.3029117999873,14229.679203156475,-535.3432529486594,-990.4322434693589,338.3783840256067,-411.61101180969865,-43.91795516126494,13.057614184175545,-201.99850614698997,-89.4630451010681,-40.95229350557212,91.11538802379519,-143.941115904763,85.88564070038574,34.06311859201864,-35.41925211627,223.05040912594757,24.811385758498893,-40.822217064278306,10.4837261356098,-62.90615354989396,-198.98610184215272,-93.09597473422605,-12.952128794384988
SE30A,516.7710132808014,990.2940807362214,14258.171575413222,-544.3785179495694,-1056.248423589423,337.6656806498922,-439.4095969469983,0.6404695106413197,27.876401962336683,-177.31236696114578,-107.02687626092059,-70.08093675752347,119.01112506834177,-129.61091367064594,52.25451816789729,89.54978668758933,-66.13675297765943,323.2266534322101,33.163767503778615,-70.65439092884172,60.53328452095889,-129.27362031428845,-261.4749628331896,-36.43514495339005,-67.6565100181129
SE31A,534.9893924639048,1032.710931123727,14920.785013514413,-577.1691706993422,-1132.3877775491858,326.46776081107566,-459.5162037269496,-16.208067114634314,3.89112127351762,-194.37141782462822,-104.53165280238544,-52.93391043127159,115.615804761105,-160.12773698850006,66.24433984474096,72.10067808693253,-71.47349660560475,328.9014912456629,20.060263566543394,-37.76706393092149,54.576329633176336,-101.95743209545661,-282.8567442024655,-58.42854299058602,-48.3096725829678
SE32A,406.2603791473192,737.1191786945849,10533.956402004142,-365.5890731709597,-490.7146253437945,133.00196459071458,-169.337778364247,-114.96282508275071,13.58777133144206,-127.85892936609072,-97.7864394875548,-10.401971186243804,58.21261938075958,-103.16032671431407,33.071777428479216,-21.54962128128875,19.608424366452326,-21.561124851301354,46.7866575523284,-84.20006748280865,-47.703013211102466,-35.36579556310261,-64.3230412465929,-79.24796431524388,-20.1995822458569
SE33A,404.20275075633725,755.4497646038342,10759.648985860202,-379.647003969358,-516.5561105408897,180.8195966836043,-192.27018723281327,-93.90207191071897,32.812053306182776,-127.04081987008936,-86.1356008561797,-11.222001184838021,64.26315707244669,-109.83872589946134,44.208128916684,-35.363064815179875,12.247722455925816,-15.68885436068572,54.84590048189502,-96.71715870511946,-48.107920655493245,-42.50451382961463,-65.34433744027794,-84.50322346234833,-37.5153811609584
SE34A,470.7438404594282,886.6548135790957,12831.609663509747,-475.1810254864163,-806.9284208078184,205.6434387379993,-296.7852240737147,-90.42833058858783,-26.80486249729756,-204.18911891199394,-72.31857681621806,-45.910508843369456,62.01802188697138,-142.73925847179322,112.53470657968144,-23.607237464886946,-21.49201832943114,43.76112335190254,26.26464601916878,-24.39052659535167,-58.47482058356472,12.246771732602797,-122.8290178945312,-156.43862031829025,3.411190474492465
SE35A,483.31388116296984,903.0365357855134,13083.636908542938,-508.2122004217878,-884.8971355534454,327.24145918390684,-356.1523575740997,-16.32939236511415,-16.78690420380083,-141.75592403199957,-139.71714801673536,-15.232447679672543,53.85107698131244,-130.27173282851774,5.522325604126464,82.1654479724063,-18.60629111120982,143.57174302111954,35.29586635945265,-79.40222142214363,-3.857011179070912,-58.22170601567233,-186.96989020413014,-45.30733555867665,64.86199225138996
SE36A,450.6828828360891,839.2592862907554,12085.862471688251,-451.3421773097865,-765.0635796472651,239.14007207792307,-298.2588700866292,-37.81585944051434,-11.759869088531387,-126.16695232432278,-115.7513185642548,-15.525887719996293,55.376898446855535,-123.74764332438674,10.479222678758711,65.48454956316715,4.883024710364037,152.5554215110648,36.05138154994404,-75.48546558276506,-15.257983017450504,-55.68602336906706,-173.90845412958134,-23.178364185972033,91.24655000358972
SE37A,453.6461503577658,837.2507182187591,12073.626267337791,-448.76015016218827,-740.0159709893982,258.8524258447367,-295.0357041289932,-40.1452694697807,-26.436967769271703,-127.34975473087185,-113.8788625563736,-17.32525504455849,51.96543318161376,-125.31929960542483,9.68435340245258,71.84557648344297,-1.995598922185245,148.38892220492312,34.76846560365312,-72.96008939075524,-16.22221006195048,-48.37356003617387,-175.5736281191222,-27.429836455053103,103.75916071012915
SE38A,463.6001195552426,858.6433473573751,12413.880750606875,-455.47449944000726,-746.2214770766294,264.04251910124395,-295.98482585131364,-57.479461777002285,-46.92331963767798,-115.36547140840831,-99.15573796372628,-4.6608235386175245,53.148871993396504,-99.23638564626995,20.867245980260986,66.2238271565011,-13.920601328773014,205.56393721474046,29.054746860328198,-62.385223992072646,1.3256108161644171,-44.53390228744788,-202.38082080161328,-23.515053439972633,88.67286106984666
SE39A,197.74468472515352,175.7590204728242,2430.528347419271,74.64140547777338,884.8176250209175,-387.6995750579005,464.8571129376039,-434.43962951999674,-112.77482589113171,-95.23818531362758,-42.034554501407186,25.634693922809305,-125.0343969299215,-56.344365186679475,116.55244605398364,-377.31993152603974,182.2110681124008,-869.4354873467095,49.585062297857846,4.898868510354139,-374.38578247706386,269.3675403065155,409.050476398415,-306.1854084263383,-4.963105140833571
SE40A,367.1849490487875,624.3699240392292,8840.39121824563,-265.453866989831,-229.51368299396765,33.71399778419157,-57.698506557733566,-112.02282192877453,-37.77806215434951,-67.86576101395548,-91.51162015060379,42.56543607974075,14.118647358626712,-70.7718674053032,7.905230084614657,28.92872281291438,17.055576720268007,43.84215756744939,55.68731865363254,-88.69110533937435,-78.88598113318255,0.2265784028557065,-44.51603599597547,-60.735361989789716,60.730203164938196
SE41A,431.4761194733985,634.5861983197192,8978.461011080632,-306.1690397330381,-329.3205794634218,83.80967575200144,-118.30790164965407,206.81875580967218,63.432482048313034,80.68983516342568,-739.0737032174644,-344.4752791146316,37.76866409686462,182.92800452944172,-1.741160477425554,-634.6946930919004,24.465956619560952,147.77997575126784,-675.2484535234338,411.2587975724928,1755.4194843700573,1101.229462214806,1704.769601744855,961.9312405805699,205.25733604385422
SE42A,343.7532224153395,603.0569326599283,8665.489030988507,-261.3404850540383,-165.36057453486427,-41.03095255619569,4.932646221644443,-179.81641889309955,-146.26857775682248,-65.23422278412886,-65.98726199088004,21.8369428518619,-33.880191162373876,-62.77808013103129,17.01250724227995,-53.118843425443046,80.16806366623624,-142.38179616408,32.38733969130539,-25.893764662380555,-156.16963267184744,102.35863249056081,23.125815768950375,-149.55399220480447,128.5228048863672
SE43A,455.44678622607853,780.8730505477844,11400.139064555666,-416.3840428505451,-610.8469627520258,164.19925787123753,-200.99484644571072,37.36826971384031,-218.53838379952208,202.5823171470131,142.62593449413356,189.0593688705282,-95.21908155124643,255.79450788771635,26.86104338300505,113.12028036558168,-47.88023901601812,225.99580854948,16.346754924460928,-37.94975093975113,28.095351547049095,-40.21847096378624,-190.78012184519562,-47.10529315465154,67.06891826558201
